Title,URL,Message,Category,Tracking Number
Paket dengan no resi 200442425825 tidak bergerak sama sekali dari tgl 5 Maret,https://tanyapaket.cekresi.com/question/paket-dengan-no-resi-200442425825-tidak-bergerak-sama-sekali-dari-tgl-5-maret/,"Paket dengan no resi 200442425825 tidak bergerak sama sekali dari tgl 5 Maret masih stak di daerah abab Lematang ilir, Saya sudah hubungi pihak j&t cargo jakarta katanya sudah sampai outlet delivery palembang, tapi saya sudah hubungi pihak outlet delivery palembang ga ada respon sama sekali saya chat maupun telpon, paket belum ada tanda tanda mau diantar ke alamat tujuan yg saya cantumin padahal udah terhitung 8 hari ini",JNT Cargo,no resi 200442425825
Paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7871/,Paket terhitung sejak tggl 5 maret 2024 sampai saat ini blm terlacak,JNE Express,
JNE 020270006540124,https://tanyapaket.cekresi.com/question/jne-020270006540124/,paket 2 hari tidak bergerak! JNE 020270006540124,JNE Express,020270006540124
paket lewat estimasi pengiriman,https://tanyapaket.cekresi.com/question/paket-lewat-estimasi-pengiriman/,JT45092568163 kapan ya sampenya.udah lewat tanggal. kalo emang udah di gudang langsung acc aja biar dijemput sendiri karna barang urgent,JNE Express,
Paket on process tapi salah alamat,https://tanyapaket.cekresi.com/question/paket-on-process-tapi-salah-alamat/,"Paket dengan No. Resi TLJR35UQVJYNK52W salah alamat. Seharusnya Jalan Mahligai Ujung, Komplek Puri Indah, Jalur 2, No.5, Kab. Banjar, Kelurahan Sungai Lulut, Banjarmasin Timur, Kota Banjarmasin, Kalimantan Selatan. Malah menuju ke alamat Kertak Hanyar Martapura.😑",JNE Express,No. Resi TLJR35UQVJYNK52W
KLIK CHECK RESI TANPA ADA PERUBAHAN APA2,https://tanyapaket.cekresi.com/question/klik-check-resi-tanpa-ada-perubahan-apa2/,SAYA MENUNGGU PAKET DENGAN MEMASUKAN RESI NO : TKSC-000005584MC TAPI TIDAK TERDETEKSI. MOHON INFO KEMANA SAYA BISA MELACAKNYA.,SICEPAT,RESI NO
Paket stuck dari 3 hari TKP01-435R7DU4,https://tanyapaket.cekresi.com/question/paket-stuck-dari-3-hari-tkp01-435r7du4/,"Resi : TKP01-435R7DU4 Keterangan 5 Mar sampai gudang terdekat dari alamat tujuan, namun sampai hari ini (8 mar) paket tidak bergerak sama sekali. estimasi awal 7 mar, kini berubah jadi 10 mar. Ekspedisi : Id Express – Kurir Rekomendasi Tokped",ID Express,Resi : TKP01
[paket tidak bergerak],https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7870/,"Paket saya dengan no resi JT38271792294 tidak bergerak sejak tgl 6 maret di pusat penyortiran semarang. Menggunakan ekspedisi kargo – JNE Trucking, mohon di bantu🙏🏻",JNE Express,no resi JT38271792294
200443299005,https://tanyapaket.cekresi.com/question/200443299005/,"Hai, tolong bantu cek paket saya karna sudah 2 hari tidak ada pemberitahuan lebih lanjut. 200443299005.. Terimakasih",JNT Cargo,
Paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7869/,TLJC3D0WQNYN2GY7 masih stuk di counter officer,JNE Express,
Paket Tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7868/,Paket saya dgn resi TLJC3D7C19YN1991 tdk bergerak sejak tgl 4 Maret 2024 mohon bantuan dan infonya,JNT Cargo,resi TLJC3D7C19YN1991
Paket saya ngestcuk 2 hari no resi JX0192922389,https://tanyapaket.cekresi.com/question/paket-saya-ngestcuk-2-hari-no-resi-jx0192922389/,Tolong bantuan nya min sebab paket saya udah 2 hri ini belum ada info masih ngestuck di surabaya belum nyampe ke pekanbaru,JNT Express,
Paket belom sampai sudah seminggu,https://tanyapaket.cekresi.com/question/paket-belom-sampai-sudah-seminggu/,Resi TKP01-L7LN830N Sudah seminggu paket belom sampai,SAP Express,Resi TKP01
JP7448885997,https://tanyapaket.cekresi.com/question/jp7448885997/,Kenapa paketnya tidak bergerak selama 4 hari belum ada perubahan juga,JNT Express,
Lacak paket,https://tanyapaket.cekresi.com/question/lacak-paket-444/,"Untuk paket ini bagaimana yaa, Karena jika saya lihat dari track-nya itu hanya mutar mutar saja tidak terkirim ke alamat tujuan Sudah 1 Minggu mutar mutar muluk tanpa ada kemajuan JX0172072511 JX0170754543 JP9497823939",JNT Express,JP9497823939
Pengiriman lambat,https://tanyapaket.cekresi.com/question/pengiriman-lambat-36/,JX0192723846 dari berapa hari tidak ada perubahan status.,JNT Express,
paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7867/,paket shopee express dari tadi siang stuck ga dikrim kirim,Shopee Express,
Paket delay,https://tanyapaket.cekresi.com/question/paket-delay-9/,"JD0375381112 Paket delay, kapan kira² sampai nya",JNT Express,
NOMER RESI TIDAK BISA DILACAK,https://tanyapaket.cekresi.com/question/nomer-resi-tidak-bisa-dilacak-16/,Ada pesan barang dan dari reseller mengirimkan pesan sebagai berikut : No Transaksi : TF60000010947 No Resi : 042314066127377 Status Resi : BELUM AKTIF  Pengiriman barang mengalami OVERLOAD dan diberlakukan sistem wajib Penerbitan resi pengiriman🙏  UntukPanduan Penerbitan Resi langsung hubungi No WA admin JNE di bawah 083809766000. Tolong dicek ya min terkait nomer resi tersebut Karena ngecek nomer resi tidak terdaftar. Apakah itu penipuan?,JNE Express,No Resi : 042314066127377
"paket sudah terkirim dan diterima sama yang bersangkutan, tapi saya belum terima",https://tanyapaket.cekresi.com/question/paket-sudah-terkirim-dan-diterima-sama-yang-bersangkutan-tapi-saya-belum-terima/,no Resi SPXID041424804953 paket saya belum saya terima di kantor BRIN /Gedung Pusdiklat 124 kawasan perkantoran Puspioptek Serpong,Shopee Express,no Resi SPXID041424804953
Paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7866/,Paket saya menggunakan trucking JNE dengan nomor resi TLJC3DCT07YNYD2K tidak bergerak sejak tgl 4 maret 2024 dini hari. Padahal pengiriman hanya dari Tangerang menuju Tangerang Selatan,JNT Cargo,nomor resi TLJC3DCT07YNYD2K
Paket sudah hampir lewat dari tanggal estimasi sampai,https://tanyapaket.cekresi.com/question/paket-sudah-hampir-lewat-dari-tanggal-estimasi-sampai/,Saya ada paket yang di Shopee tertulis estimasi sampai tanggal 7 Maret. Tetapi ketika saya cek. Tanggal 7 Maret 2024 sore sekitar jam 16.30 masih berada dilokasi Sortir Jakarta Timur. Apa emang ada masalah dilokasi itu? Nomor Resi: 10008480671312,Anteraja,Resi: 10008480671312
8 Hari paket sicepat belum dateng,https://tanyapaket.cekresi.com/question/8-hari-paket-sicepat-belum-dateng/,Solusinya dong udah 8 Hari paket saya belum dateng2. padahal pake REGULER seharusnya 3 hari paling telat no resi : 005239012041,SICEPAT,no resi : 005239012041
Paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7865/,Paket tidak bergerak. No resi : TKP01-KQ4LD2WH,SAP Express,No resi : TKP01
Paket di sorting belum gerak,https://tanyapaket.cekresi.com/question/paket-di-sorting-belum-gerak/,Paket saya JT85789320567 kok belum selesai di sorting? Padahal sudah 3 hari.,JNE Express,
Status paket tidak update,https://tanyapaket.cekresi.com/question/status-paket-tidak-update-38/,TLJR3DPRY6YN57WU paket tidak bergerak sejak tanggal 4 maret 2024,JNE Express,
Paket tidak bisa dilacak no resi : 0169162400031162 jne express,https://tanyapaket.cekresi.com/question/paket-tidak-bisa-dilacak-no-resi-0169162400031162-jne-express/,Paket saya tidak bisa dilacak tolong bantu no resi : 0169162400031162 JNE express,JNE Express,no resi : 0169162400031162
Paket tidak bergerak ekspedisi JNE Express,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-ekspedisi-jne-express/,Kenapa paket saya dengan nomor resi TLJR3DLE8CYN8QCX tidak bergerak sejak tanggal 5 Maret 2024 ya?,JNE Express,nomor resi TLJR3DLE8CYN8QCX
PAKET STUCK,https://tanyapaket.cekresi.com/question/paket-stuck-302/,Paket saya stuck hampir 3 hari resi CM84091824415,JNE Express,resi CM84091824415
Paket sy dgn no BLJC329P92P7BPT kok msh stand by aja blm bergerak,https://tanyapaket.cekresi.com/question/paket-sy-dgn-no-bljc329p92p7bpt-kok-msh-stand-by-aja-blm-bergerak/,BLJC329P92P7BPT,JNE Express,
0822122400216675 paket tidak bergerak sejak tanggal 4 maret,https://tanyapaket.cekresi.com/question/0822122400216675-paket-tidak-bergerak-sejak-tanggal-4-maret/,Paket saya tidak bergerak sejak tanggal 4 maret 2024,JNE Express,
No. JNEB-1011503576 tidak terdeteksi,https://tanyapaket.cekresi.com/question/no-jneb-1011503576-tidak-terdeteksi/,JNEB-1011503576,JNE Express,
paket stuck,https://tanyapaket.cekresi.com/question/paket-stuck-301/,"tolong,paket dg no resi KP7JXZUA dari lusa stuck dlm perjalanan dai wahana hub 5 ke ponorogo.tolonf segera di kirim",WAHAHA,no resi KP7JXZUA
Paket tidak bergerak expedisi anter aja,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-expedisi-anter-aja/,"Paket tidak bergerak dari tgl 4 april posisi dikarawang expedisi anteraja no. Resi 10008471654160 , padahal sy dikarawang sampai sekarang tgl 7 paket tidak bergerak.. Expedisi anteraja tidak recomended kaeena sangat lambat",Anteraja,no. Resi 10008471654160
paket stuck,https://tanyapaket.cekresi.com/question/paket-stuck-300/,"TKP01-YRTDFE79 kurir rekomendasi, paket berhenti di bandung sudah 3 hari pengiriman ke jember",Ekspedisi Lainnya,
paket berhenti,https://tanyapaket.cekresi.com/question/paket-berhenti-31/,"TKP01-N04CTDKV kurir rekomendasi, paket berhenti di bandung sudah 3 hari pengiriman ke jember",Ekspedisi Lainnya,
005046110307 apa bnr isi paketnya 6gulung,https://tanyapaket.cekresi.com/question/005046110307-apa-bnr-isi-paketnya-6gulung/,Tolong dicek apa benar isinya 6gulung No resi 005046110307,SICEPAT,No resi 005046110307
Paket Belum Di Kirim,https://tanyapaket.cekresi.com/question/paket-belum-di-kirim-23/,Min ini kenapa ya tulisannya “SHIPMENT BEING HELD AS SHIPPERS REQUEST” dan paketnya belum di kirim dari wangi wangi padahal tulisannya “penerusan ke Tomia” gitu min apa paket saya masih di wangi wangi/tertunda jika memang tertunda biasanya berapa lama di tundanya min? 10008430958339 JNE,JNE Express,10008430958339
"TKP01-49Y02F7P, paket tidak bergerak",https://tanyapaket.cekresi.com/question/tkp01-49y02f7p-paket-tidak-bergerak/,"TKP01-49Y02F7P, paket tidak bergerak dari kantor pusat",SAP Express,
paket lama sampainya,https://tanyapaket.cekresi.com/question/paket-lama-sampainya-8/,"alo ka, paket aku belum sampai sampe sekarang dengan no resi TKP01-J99800MR, malah ditambah estiminasi nya tolonggg",Anteraja,no resi TKP01
Berapa nomor telpon penerima kak untuk no resi SPXID041888745603 ekspedisi shopee ekpress,https://tanyapaket.cekresi.com/question/berapa-nomor-telpon-penerima-kak-untuk-no-resi-spxid041888745603-ekspedisi-shopee-ekpress/,Saya Tidak pesan paket dengan no resi tersebut : SPXID041888745603 dengan no pesanan 24030350YHGQ3N .. Namun Tiba Tiba Dateng Dan Pembayaran COD dengan nominal 105050…Saya ingin tau nomer telpon pembeli/penerima…saya ingin tau siapa yang iseng kepada saya…terima kasih kak,Shopee Express,no resi tersebut
10008415104694,https://tanyapaket.cekresi.com/question/10008415104694/,Paket tidak bergerak sejak tanggal 26 februari 2024,Anteraja,
Paket saya sudah 3 hari tidak dikirim oleh ekspedisi antareja,https://tanyapaket.cekresi.com/question/paket-saya-sudah-3-hari-tidak-dikirim-oleh-ekspedisi-antareja/,"kenapa paket saya belum dikirim, sudah 3 hari masih tetap tidak bergerak",Anteraja,
Cek nomor resi BDO101041440X,https://tanyapaket.cekresi.com/question/cek-nomor-resi-bdo101041440x/,Gak bisa cek nomor resi di karenakan tidak mengetahui nomor resi apa ini BDO101041440X,F A Q,nomor resi di
"Paket tidak bergerak, pengiriman lambat jaya",https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-pengiriman-lambat-jaya/,"No.resi 10008471654160 expedisi anteraja, paket tidak bergerak… Lambat jaya",Anteraja,No.resi 10008471654160
No resi jne tidak ditemukan,https://tanyapaket.cekresi.com/question/no-resi-jne-tidak-ditemukan-2/,KC383628383642 No resi tidak bisa dilacak,JNE Express,No resi tidak
PAKET TIDAK BERGERAK,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7864/,Paket saya JT48728642411 sudah dari tgl 4 tidak bergerak dan sampai sekarang belum ada update sama sekali,JNT Cargo,
"Lacak paket , siapa dan berapa no handphone kurir yg mengantar",https://tanyapaket.cekresi.com/question/lacak-paket-siapa-dan-berapa-no-handphone-kurir-yg-mengantar/,Saya ingin tahu paket saya sudah diantar apa belum. Dan juga mohon tolong informasikan nama kurir dan no handphone nya. Terimakasih.,Acommerce,
Paket tidak bergerak sudah 3 hari,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-sudah-3-hari-40/,Paket masih stag di singosari malang dan belum bergerak lg sejak tanggal 2 maret. Sudah melebihi estimasi pnerimaan yg seharusnya tgl 3 maret 2024. Mohon segera di kirim secepatnya ke alamat tujuan. Sangat membuat emosi,JNT Cargo,
traking ga ada update CM93936501615,https://tanyapaket.cekresi.com/question/traking-ga-ada-update-cm93936501615/,sendhytriansyah99@gmail.com,JNE Express,
"status sudah diterima tapi paket ga ada, nomor resi JD0373843131 ekspedisi J&T Ekspres",https://tanyapaket.cekresi.com/question/status-sudah-diterima-tapi-paket-ga-ada-nomor-resi-jd0373843131-ekspedisi-jt-ekspres/,"status sudah diterima tapi paket ga ada, nomor resi JD0373843131 ekspedisi J&T Ekspres",JNT Express,nomor resi JD0373843131
JX0188782107,https://tanyapaket.cekresi.com/question/jx0188782107/,Paket nya udah dua hari masi disitu situ aja,JNT Express,
Paket sudah 3 hari tidak bergerak,https://tanyapaket.cekresi.com/question/paket-sudah-3-hari-tidak-bergerak-16/,Barang sudah 3 hari di kantor pusat dan tidak ada pergerakan,SAP Express,
0719602400015587 paket tdk bergerak sejak 4 maret 2024,https://tanyapaket.cekresi.com/question/0719602400015587-paket-tdk-bergerak-sejak-4-maret-2024/,Tanya paket resi 0719602400015587,JNE Express,resi 0719602400015587
Pelayanan buruk,https://tanyapaket.cekresi.com/question/pelayanan-buruk/,"Katanya sehari sampai ini tp ga ada pergerakan, ga lagi deh pake jne",JNE Express,
Paket tidak bisa dilacak no resi 0213442400006877 ekspedisi jne,https://tanyapaket.cekresi.com/question/paket-tidak-bisa-dilacak-no-resi-0213442400006877-ekspedisi-jne/,Bahan berpayet warna biru 0213442400006877,JNE Express,0213442400006877
Paket JNE tidak bergerak,https://tanyapaket.cekresi.com/question/paket-jne-tidak-bergerak-65/,Paket JNE nomor resi CM51985940295 belum bergerak dari sortir center,JNE Express,nomor resi CM51985940295
PAKET TIDAK BERGERAK JD0374938776,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-jd0374938776/,JD0374938776 PAKET TIDAK BERGERAK SEJAK 2 HARI LALU,JNT Express,
Paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7863/,Paket saya tidak bergerak.. Padahal dari Surabaya ke Nganjuk itu sangat dekat jaraknya. Biasanya 2 hari sampe tapi kenapa ini tidak bergerak. Soalnya estimasi sampe nya hari ini. Tolong di bantu kak no resi 005239446756,SICEPAT,no resi 005239446756
paket belom tiba,https://tanyapaket.cekresi.com/question/paket-belom-tiba-2/,"paket saya sudah tiba dimalang(kota tujuan) tapi blom sampe sampe dari kemarin,dan kenapa dishopenya ditulis sedang dalam perjalanan ke malang menuju kota tujuan ya? Padahal sudah tiba dimalang dari kemarin, blom dikirim kirim",Anteraja,
"JNE PELAYANAN SANGAT BURUK SANGAT LAMBAT, MENDING TUTUP AJA NGREPOTIN DARIPADA BIKIN REPOT ORANG",https://tanyapaket.cekresi.com/question/jne-pelayanan-sangat-buruk-sangat-lambat-mending-tutup-aja-ngrepotin-daripada-bikin-repot-orang/,<li><blockquote><ol> </ol></blockquote></li>,JNE Express,
Pake tidak bergerak sejak kmarin masih tetap proses statis nya JD0374706613,https://tanyapaket.cekresi.com/question/pake-tidak-bergerak-sejak-kmarin-masih-tetap-proses-statis-nya-jd0374706613/,"Paket sejak kemaren masih tetap sama status nya proses, mohonJNT pelayanan nya dipercepat.",JNT Express,
"paket saya tidak bisa dilacak, resi 1306423694",https://tanyapaket.cekresi.com/question/paket-saya-tidak-bisa-dilacak-resi-1306423694/,"paket saya tidak bisa dilacak, resi 1306423694",JNT Express,resi 1306423694
paket tidak bergerak dan tidak ada update,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-dan-tidak-ada-update/,kenapa paket tidak bergerak sama sekali dari tanggal 2 maret 2024 dan tidak ada update sama sekali. mohon dilacak. jnt no resi JD0374193948,JNT Express,no resi JD0374193948
nomor resi CM35349490654 tidak bisa dicek/lacak,https://tanyapaket.cekresi.com/question/nomor-resi-cm35349490654-tidak-bisa-dicek-lacak/,"nomor resi CM35349490654 (JNE EXPRESS) tidak bisa dicek/dilacak, tolong bantuannya",JNE Express,nomor resi CM35349490654
No resi JNE tidak ditemukan,https://tanyapaket.cekresi.com/question/no-resi-jne-tidak-ditemukan/,"Paket dengan resi 020610013106224 tidak dapat dilacak. Mohon bantuannya untuk melacak paket tersebut. Paket sudah dikirimkan sejak 2 Maret 2024, namun hingga tanggal 6 Maret 2024 no resi tidak dapat dilacak. Terima kasih",JNE Express,no resi tidak
Tidak bisa melacak resi JX0158529758,https://tanyapaket.cekresi.com/question/tidak-bisa-melacak-resi-jx0158529758/,"Tidak bisa melacak paket , bingung mau lapor tik tok shop tapi takut udah dikirim",JX - J Express,
Paket tidak bergerak dari 3 maret 2024,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-dari-3-maret-2024/,Paket tidak bergerak dari 3 maret 2024 resi TKP01-3NCJ27HV,JNE Express,resi TKP01
paket tidak bisa dilacak menggunakan resi,https://tanyapaket.cekresi.com/question/paket-tidak-bisa-dilacak-menggunakan-resi/,paket tidak bisa dilacak padahal resi sudah ada,JNT Express,dilacak padahal
Kenapa paket tidak ada pergerakan dan tidak sampai ke pelanggan,https://tanyapaket.cekresi.com/question/kenapa-paket-tidak-ada-pergerakan-dan-tidak-sampai-ke-pelanggan/,Kenapa paket tidak ada pergerakan dan tidak sampai ke pelanggan,JNT Express,
kenapa paket belum bisa dilacak padahal resi sudah ada?,https://tanyapaket.cekresi.com/question/kenapa-paket-belum-bisa-dilacak-padahal-resi-sudah-ada/,paket belum bisa dilacak padahal no resi sudah ada,JNT Express,no resi sudah
paket terhenti di status pickreq,https://tanyapaket.cekresi.com/question/paket-terhenti-di-status-pickreq-5/,tidak ada progress sejak 12 Februari 2024 no resi: 005043255656,SICEPAT,no resi: 005043255656
Nomor resi tidak dapat di lacak,https://tanyapaket.cekresi.com/question/nomor-resi-tidak-dapat-di-lacak-8/,Nomor resi PWK1C520218826 ekspedisi indah logistik cargo tidak dpt di lacak,Indah Logistik,Nomor resi PWK1C520218826
Paket bermasalah,https://tanyapaket.cekresi.com/question/paket-bermasalah-33/,Paket saya sudah 5 hari ga sampai2 tolong di bantu untuk cek paket saya,Anteraja,
Paket tidak bergerak dari tanggal 1 maret 2024,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-dari-tanggal-1-maret-2024-2/,Isi paket paket listrik motor honda win. Resi 072660002040424,JNE Express,Resi 072660002040424
Soal paket dari yaman no resi:7LX76RTD23,https://tanyapaket.cekresi.com/question/soal-paket-dari-yaman-no-resi7lx76rtd23/,16258/BCO/TGO11,Ekspedisi Lainnya,
Paket saya tidak ada perubahan sama sekali dalam 1 minggu ini?,https://tanyapaket.cekresi.com/question/paket-saya-tidak-ada-perubahan-sama-sekali-dalam-1-minggu-ini/,TKP01-V50VXHRK,JNE Express,
Pket tida berjalan sudah 20 hari lebih mohon dikirim,https://tanyapaket.cekresi.com/question/pket-tida-berjalan-sudah-20-hari-lebih-mohon-dikirim/,Paket tidak terkirim sudah lebih dri 2 minggu mohon untuk segera dikirim JO0208742942,JNT Express,
paket tertahan,https://tanyapaket.cekresi.com/question/paket-tertahan-72/,Paket sudah tertahan di port kota tujuan selama 3 hari dari 2 maret dan tidak ada progress sama sekali (10008428256201),Anteraja,10008428256201
Paket saya belum sampe sudah 6 harian lebih,https://tanyapaket.cekresi.com/question/paket-saya-belum-sampe-sudah-6-harian-lebih/,Paket saya udah 6 hari belum sampe,Ninja Xpress,
Tidak ada update posisi pengiriman,https://tanyapaket.cekresi.com/question/tidak-ada-update-posisi-pengiriman/,Paket saya Dr tgl 3 posisi masih  tidak ada update pengiriman sama skali Resi JO0209305180 Tolong segera update pengiriman Saya tunggu Ini paket Dr tgl 2 Dr Jakarta Smpe skg blm ada pergerakan Tx,JNT Express,Resi JO0209305180
Paket ga bergerak udah 10 hari JX0159751131,https://tanyapaket.cekresi.com/question/paket-ga-bergerak-udah-10-hari-jx0159751131/,Paket tidak bergerak sejak tanggal 25 februari dan ga bergerak di transit makassar,JNT Express,
paket tidak bergerak :dan tidak di update dari tanggal 2 maret 2024,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-dan-tidak-di-update-dari-tanggal-2-maret-2024/,paket tidak bergerak dan tidak di update sejak tanggal 1 maret 2024. mohon dilacak,JNT Express,
Paket saya dari tanggal 3 kenapa tida jalan no resi nya 012860009303524,https://tanyapaket.cekresi.com/question/paket-saya-dari-tanggal-3-kenapa-tida-jalan-no-resi-nya-012860009303524/,Paket saya dari tanggal 3 kenapa tidak jalan no resi nya 012860009303524,JNE Express,no resi nya
Tidak bisa lacak paket j&t express,https://tanyapaket.cekresi.com/question/tidak-bisa-lacak-paket-jt-express/,Tidak bisa lacak paket j&t express sudah masukin no digit hp terakhir pengirim dan penerima tetap tidak bisa dicek,JNT Express,
Paket tidak bergerak dari tanggal 27 februari 2024,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-dari-tanggal-27-februari-2024/,"Nomor Resi: 0121052400175142, Ekpedisi: JNEHalo kak, barang saya telah tiba di gudang makassar dari tanggal 27 Februari 2024 tp sampai sekarang barang belum diantarkan di tujuan, mohon bantuannya.terimakasih",JNE Express,Resi: 0121052400175142
Paket belum bisa di lacak. Kenapa yaa ? Padahal sudah ada ada nomor resi nya,https://tanyapaket.cekresi.com/question/paket-belum-bisa-di-lacak-kenapa-yaa-padahal-sudah-ada-ada-nomor-resi-nya/,Kirim motor dari jakarta,JNT Cargo,
200439164415,https://tanyapaket.cekresi.com/question/200439164415/,Paket saya tidak bisa ditemukan sejak tgl 29 February 2024. Mohon dibantu,JNT Cargo,
JO0209321382,https://tanyapaket.cekresi.com/question/jo0209321382/,"Lokasi tidak mau muncul, saat cek resi",JNT Express,
Lacak paket dengan nomor resi ID2437280163705,https://tanyapaket.cekresi.com/question/lacak-paket-dengan-nomor-resi-id2437280163705/,Saya sudah mencoba melacak paket dengan nomor resi ID2437280163705 tetapi dipencarian paket tidak terlacak?,Shopee Express,nomor resi ID2437280163705
Paket tidak terlihat tanggalnya,https://tanyapaket.cekresi.com/question/paket-tidak-terlihat-tanggalnya/,Saya ingin melakukan pelacakan paket. Yang biasa terjadi tanggal pengiriman dan posisi paket saat ini selalu tersedia saat dilakukan pelacakan. Cuma untuk paket saya yang satu ini tidak ada tanggal pengiriman dan posisi terakhir paket. Apakah bisa diinfokan apakah yang menyebabkan tidak ada data itu? Terima kasih,ID Express,
"paket belum diterima, tapi keterangannya sudah diterima oleh yang bersangkutan",https://tanyapaket.cekresi.com/question/paket-belum-diterima-tapi-keterangannya-sudah-diterima-oleh-yang-bersangkutan/,paket saya sekarang berada dimana?. belum diterima tapi sudah tertulis “pesanan telah diterima” SPXID046730691563,Shopee Express,
Nomor resi tidak ditemukan,https://tanyapaket.cekresi.com/question/nomor-resi-tidak-ditemukan-41/,"Minta tolong pengecekan resi ini 0144232400055808 Di tracking tidak di temukan nomor resi tersebut, padahal dari provider melakukan pengiriman dengan jasa JNE nomor resi tersebut.Terimakasih",JNE Express,nomor resi tersebut
Paket tidak bergerak sejak tanggal 1 maret,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-sejak-tanggal-1-maret/,Paket tidak gerak min tolonh di cekkan TKP01-U664C503,JNT Express,
Paket tidak ada pergerakan sejak tanggal 1 maret TKP01-U664C503,https://tanyapaket.cekresi.com/question/paket-tidak-ada-pergerakan-sejak-tanggal-1-maret-tkp01-u664c503/,Paket tidak ada pergerakan sejak tanggal 1 maret TKP01-U664C503,JNT Express,
Paket tidak bergerak mulai tgl 29 februari NLIDAP1739718644,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-mulai-tgl-29-februari-nlidap1739718644/,NLIDAP1739718644,Ninja Xpress,
paket tidak di pickup dan tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-di-pickup-dan-tidak-bergerak/,10008479100737 resi anter aja tidak di pickup padahal memesan dengan kurir sameday agar cepat sampai,Anteraja,resi anter
Paket saya udah sampai mana ya,https://tanyapaket.cekresi.com/question/paket-saya-udah-sampai-mana-ya-3/,No resi 005236802549,SICEPAT,No resi 005236802549
Lacak paket saya,https://tanyapaket.cekresi.com/question/lacak-paket-saya-14/,Lacak paket No resi 012010003390124,JNE Express,No resi 012010003390124
"Tidak ada update dari hari jumat, 1 maret 2024",https://tanyapaket.cekresi.com/question/tidak-ada-update-dari-hari-jumat-1-maret-2024/,"Tidak ada update dari hari jumat, 1 maret 2024 No resi = 005239099239",SICEPAT,
Paket tidak bergerak 1 Maret 2024,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-1-maret-2024/,Paket tidak bergerak dari tanggal 1 Maret 2024 dirantau Prapat.Pengeriman dari Medan tgl 29 sampai sekarang tidak sampai ke ajamu sudah 5 hari isinya obat. Kode resi 040900004475124,JNE Express,resi 040900004475124
"Paket saya sudah dikirim, tpi knapa status paket saya dishopee masih dikemas, tidak berubah dikirim",https://tanyapaket.cekresi.com/question/paket-saya-sudah-dikirim-tpi-knapa-status-paket-saya-dishopee-masih-dikemas-tidak-berubah-dikirim/,"Paket saya sudah dikirim, tpi knapa status paket saya dishopee msh dikemas, tisak berubah dikirik",Shopee Express,
Paket tidak bergerak dari tanggal 1 Maret 2024 pukul 21:21,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-dari-tanggal-1-maret-2024-pukul-2121/,Tidak bergerak dari pukul 21:21 sampai sekarang,JNE Express,
Informasi paket,https://tanyapaket.cekresi.com/question/informasi-paket-17/,"Selamat siang,  sy ingun menanyakan infirmasi tentang paket sy dgn no resi JX0179967274, soalnya dr tg 2 maret blm bergerak lg. Terima kasih",JNT Express,no resi JX0179967274
paket tidak bergerak dari tgl 2 maret,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-dari-tgl-2-maret/,"tolong bantu untuk cek paket saya, batas barang datang seharusnya tgl 2-4 maret ini. tapi dari tgl 2 status pengiriman belum berubah.",JNT Express,
Sudah lebih dari 3 hari paket saya belum datang juga,https://tanyapaket.cekresi.com/question/sudah-lebih-dari-3-hari-paket-saya-belum-datang-juga/,Dengan No Resi 022060001047024 sudah lebih tiga hari belum datang juga,JNE Express,No Resi 022060001047024
Paket tidak bergerak dari tgl 1 maret 2024,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-dari-tgl-1-maret-2024/,"PAKET TIDAK BERGERAK, DAN LAMA. MASA PENGIRIMAN DARI JAKARTA KE MALANG SAMPE 1 MINGGU",JNT Cargo,
Alamat gudang,https://tanyapaket.cekresi.com/question/alamat-gudang-2/,Mohon info Alamat pengambilan paket dengan no resi 641280001159524,F A Q,no resi 641280001159524
